policy_id,policy_name,summary,district,source,detail_url
V202600008,2026 청년 골목창업 지원,"ㅇ 청년창업 지원을 통한 혁신적인 청년 사업가 양성
ㅇ 지속가능한 골목창업환경 조성을 통한 지역경제 활성화",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600008&tabKind=001
V202600007,2026 청년쿡 비즈니스센터 운영,청년 푸드산업 스타트업 창업 활성화를 위한 성장 기반 마련,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600007&tabKind=001
V202600006,2026 청년 부동산 중개보수 및 이사비 지원사업,이사가 잦은 청년가구의 주거비 부담을 완화하고 생활 안전망을 강화하기 위한 사업,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600006&tabKind=001
V202600005,2026 서울 청년수당,"ㅇ 서울에 거주하고 있는 만 19세~34세 미취업 또는 단기 근로 청년에게 활동지원금(월 50만원 최대 6개월)을 지급하고, 강점진단 종합지원, 멘토링, 취업지원 프로그램 제공 등 청년 니즈에 맞게 프로그램 연계를 지속 지원하는 사업",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600005&tabKind=001
V202600004,2026 서울청년문화패스,사회에 첫발을 내딛는 청년에게 공연 및 전시를 관람할 수 있는 문화이용권(바우처)을 지급하여 청년의 문화권 향상 및 문화예술계 활성화 도모,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600004&tabKind=001
V202600003,2026 학자금 대출이자 지원사업,고비용의 대학(원) 등록금 학자금대출로 인해 부채 문제에 직면한 청년들에게 학자금 대출이자를 지원하여 청년 부채 문제 경감 도모,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600003&tabKind=001
V202600002,2026 학자금대출 신용회복(신용유의자 해제) 지원사업,학자금 대출로 신용유의자가 되어 사회진입에 어려움을 겪는 청년들에게 신용회복 지원함으로써 건강한 금융생활 도모,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600002&tabKind=001
V202600001,2026 서울시 취업날개 서비스 지원,ㅇ 물가상승과 취업난으로 경제적 부담을 겪고 있는 구직 청년들을 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202600001&tabKind=001
V202500054,긴급생활안정자금 이자지원 사업,부채 문제 경감 지원으로 청년들의 경제적 자립 및 건전한 신용회복 도모,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500054&tabKind=001
20250618005400211019,2025 서울 청년 취업 멘토링 페스타,"직무 멘토링, 서울청년 서울생활 꿀팁 전시, 市 청년정책 1:1 상담, 정책 팝업 체험 등 참여 모습 참관, AI 면접체험 및 청년응원메시지 작성",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250618005400211019&tabKind=001
20250522005400210873,청년 몽땅 정보통 운영,ㅇ ‘AI가 추천해주는 300만 서울청년의 맞춤형 청년 플랫폼’,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210873&tabKind=001
20250522005400210872,서울광역청년센터 운영,"ㅇ 서울청년센터 안정적 운영지원, 청년수당 등 주요 시책사업 추진 및 청년 사회안전망 구축 등 서울시 청년정책 집행·전달의 종합 컨트롤타워 기능 수행",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210872&tabKind=001
20250522005400210871,지역별 서울청년센터 설치 운영,ㅇ 생활권 기반의 정책전달체계를 확충하여 청년들의 사회적 자원에 대한 접근성 향상 및 종합적 정책지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210871&tabKind=001
20250522005400210869,서울시 위원회 청년위촉 지정 및 관리,ㅇ 「서울특별시 청년 기본 조례」정비에 따른 서울시 위원회 청년위원 위촉 확대 추진(청년위원 10% 이상 위촉)을 통해 청년의 시정 참여 강화,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210869&tabKind=001
20250522005400210865,기후동행카드(청년할인 서비스),ㅇ 청년의 사회진출 지원 및 생활안정을 목적으로 청년할인 대상(만 19~39세)에게 기후동행카드 정기권의 할인 제공,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210865&tabKind=001
20250519005400210859,서울시 고립·은둔청년 지원사업,"ㅇ 청년정책 사각지대에 놓인 고립·은둔청년에 대한 발굴과 맞춤 지원을 통해 청년의 사회성, 대인관계 능력 향상지원 및 사회진입 촉진",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210859&tabKind=001
20250519005400210856,자립준비청년 자립수당 지원,ㅇ 자립준비청년에게 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 복지향상을 통해 안정적인 사회 정착 및 성공적 자립 기여,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210856&tabKind=001
20250519005400210855,서울 청년 마음건강 지원사업,우울·불안 등 정서적 어려움을 겪는 청년의 마음건강 회복,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210855&tabKind=001
20250519005400210852,희망두배 청년통장,"학자금 대출, 주거비, 비정규직 취업 등으로 어려움을 겪고 있는 청년의 자립지원을 통하여 저소득 근로청년의 자립의욕 고취",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210852&tabKind=001
20250519005400210851,서울 영테크,청년 금융교육 및 재무상담을 통한 경제적 자립 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210851&tabKind=001
20250515005400210822,서울시 청년해외봉사단,청년들의 국제개발협력사업 참여기회 확대 및 봉사활동을 통한 글로벌 역량 강화 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250515005400210822&tabKind=001
20250522005400210874,대학생 동아리 사회기여활동 지원,ㅇ 사회적 관계 회복을 위한 자발적인 연대와 협력 경험을 할 수 있도록 대학생 동아리 지원을 통해 사회 구성원으로의 성장 도움과 기회 제공,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210874&tabKind=001
20250522005400210870,서울시 청년해외봉사단 사업,"ㅇ 청년에게 해외 봉사 경험을 제공하여 자존감 및 국제 감각 함양
 ㅇ 개발도상국 주민들의 삶의 질 향상 및 서울시와의 우호협력 관계 증진
 ㅇ 참여자의 경험이 한국사회로 환류되어 사회적기여 생태계를 조성하는 발판 마련",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210870&tabKind=001
20250522005400210868,청년참여 활성화 및 서울청년참여기구 운영 지원,"ㅇ 정책발굴, 예산편성, 모니터링(개선) 등 정책결정과정 전반에 걸쳐 다양한 청년참여 기회 제공
                          
 ㅇ 청년자율예산제를 통해 청년당사자의 시각으로 청년문제 해결 모색",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210868&tabKind=001
20250522005400210867,청년 1인가구 소셜다이닝 건강한 밥상,ㅇ 청년 1인가구 맞춤형 요리교실 및 소통프로그램을 통해 건강한 식생활 회복 및 사회적 관계망 형성 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210867&tabKind=001
20250522005400210864,청년내일저축계좌(근로능력 있는 수급자의 탈수급 지원),ㅇ 일하는 저소득 근로 청년이 자활에 필요한 자산을 형성할 수 있도록 재정적으로 지원하는 사업,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250522005400210864&tabKind=001
20250519005400210858,가족돌봄청년을 위한 사회서비스 지원,ㅇ 가족돌봄이라는 막중한 책임을 지고 있는 가족돌봄청년들의 돌봄부담을 경감하고 본인의 미래를 준비할 수 있도록 지원,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210858&tabKind=001
20250519005400210857,청년 부상 제대군인 상담센터 운영,"ㅇ 19세~39세 청년 부상 제대군인 및 보훈대상자 대상, 건강한 삶과 공정한 사회진출 지원",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=20250519005400210857&tabKind=001
